"Period","Item","Location","Orders_Complete","Orders_Open","Orders_Cancelled","Orders_Returned","Forecast01","Forecast02","Inventory_starting","Inventory_capacity","Inventory_production","Inventory_end","SafetyStock01","SafetyStock02","SafetyStock03","Net_Requirement","Outcome01","Outcome02","Outcome03","Trend_type","Trend_factor1","Trend_factor2","Trend_factor3","Trend_factor4","Trend_factor5","Last_Period","Last_X_Value","Last_Y_Value"
"2025-07-07","CM53038","Computer Service and Rentals","6073.871585188971","40","3","3","5502.871585188971","0","14706.394895991178","11200","7288.0","15920.523310802208","9110.807377783456","4689","0","9110.807377783456","Low, fix with: 1.25","","","Combined01","70","194","1.3039235998081768","109","286","2025-07-07","80","6073.871585188971"
"2025-07-14","CM53038","Computer Service and Rentals","6147.171574946829","36","5","1","5964.171574946829","0","15920.523310802208","11200","6277.0","16050.351735855378","9220.757362420245","4741","0","9220.757362420245","Low, fix with: 1.25","","","Combined01","70","194","1.3039235998081768","109","286","2025-07-14","81","6147.171574946829"
"2025-07-21","CM53038","Computer Service and Rentals","6219.222280226379","10","3","5","6137.222280226379","0","16050.351735855378","11200","2253.0","12084.129455629001","9328.833420339568","11983","0","9328.833420339568","Low, fix with: 1.25","","","Combined01","70","194","1.3039235998081768","109","286","2025-07-21","82","6219.222280226379"
"2025-07-28","CM53038","Computer Service and Rentals","6289.993797126854","5","4","4","7286.993797126854","0","12084.129455629001","11200","7870.0","13664.135658502148","9434.990695690281","12110","0","9434.990695690281","Low, fix with: 1.25","","","Combined01","70","194","1.3039235998081768","109","286","2025-07-28","83","6289.993797126854"
"2025-08-04","CM53038","Computer Service and Rentals","6359.4748751945435","49","2","2","7478.4748751945435","0","13664.135658502148","11200","3015.0","10319.660783307605","9539.212312791815","9788","0","9539.212312791815","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2025-08-04","84","6359.4748751945435"
"2025-08-11","CM53038","Computer Service and Rentals","6427.67308147973","40","4","4","6662.67308147973","0","10319.660783307605","11200","1309.0","5200.987701827875","9641.509622219595","9886","0","9641.509622219595","VeryHigh, fix with: 0.5","","","Combined01","70","194","1.3039235998081768","109","286","2025-08-11","85","6427.67308147973"
"2025-08-18","CM53038","Computer Service and Rentals","6494.614690192062","1","2","3","7282.614690192062","0","5200.987701827875","11200","6706.934333460218","5413.307345096031","9741.922035288093","12477","0","9741.922035288093","VeryHigh, fix with: 0.5","","","Combined01","70","194","1.3039235998081768","109","286","2025-08-18","86","6494.614690192062"
"2025-08-25","CM53038","Computer Service and Rentals","6560.3442995634105","13","2","4","5439.3442995634105","0","5413.307345096031","11200","14238.209104249085","13091.172149781705","9840.516449345116","10077","0","9840.516449345116","Low, fix with: 1.25","","","Combined01","70","194","1.3039235998081768","109","286","2025-08-25","87","6560.3442995634105"
"2025-09-01","CM53038","Computer Service and Rentals","6624.924181505225","13","2","5","6324.924181505225","0","13091.172149781705","11200","8760.0","15226.24796827648","9937.386272257838","10170","0","9937.386272257838","Low, fix with: 1.25","","","Combined01","70","194","1.3039235998081768","109","286","2025-09-01","88","6624.924181505225"
"2025-09-08","CM53038","Computer Service and Rentals","6688.433373543834","39","5","2","7443.433373543834","0","15226.24796827648","11200","3391.0","11928.814594732648","10032.650060315751","10262","0","10032.650060315751","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2025-09-08","89","6688.433373543834"
"2025-09-15","CM53038","Computer Service and Rentals","6750.966526275344","6","5","4","6133.966526275344","0","11928.814594732648","11200","3748.0","8925.848068457304","10126.449789413016","7765","0","10126.449789413016","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2025-09-15","90","6750.966526275344"
"2025-09-22","CM53038","Computer Service and Rentals","6812.632523146804","41","3","3","6624.632523146804","0","8925.848068457304","11200","11648.100716262901","13761.3162615734","10218.948784720205","10444","0","10218.948784720205","Low, fix with: 1.25","","","Combined01","70","194","1.3039235998081768","109","286","2025-09-22","91","6812.632523146804"
"2025-09-29","CM53038","Computer Service and Rentals","6873.552892690369","19","5","5","6411.552892690369","0","13761.3162615734","11200","2436.0","9323.763368883032","10310.329339035554","10534","0","10310.329339035554","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2025-09-29","92","6873.552892690369"
"2025-10-06","CM53038","Computer Service and Rentals","6933.860036363641","44","2","1","7953.860036363641","0","9323.763368883032","11200","8871.02668566243","11260.930018181822","10400.790054545461","10623","0","10400.790054545461","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2025-10-06","93","6933.860036363641"
"2025-10-13","CM53038","Computer Service and Rentals","6993.695297838274","16","4","1","8117.695297838274","0","11260.930018181822","11200","8310.0","12577.234720343547","10490.54294675741","10712","0","10490.54294675741","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2025-10-13","94","6993.695297838274"
"2025-10-20","CM53038","Computer Service and Rentals","7053.206901890969","5","4","1","7768.206901890969","0","12577.234720343547","11200","1548.0","7072.027818452579","10579.810352836454","13502","0","10579.810352836454","High, fix with: 0.75","","","Combined01","70","194","1.3039235998081768","109","286","2025-10-20","95","7053.206901890969"
"2025-10-27","CM53038","Computer Service and Rentals","7112.547792952445","3","2","5","6079.547792952445","0","7072.027818452579","11200","9706.79387097609","9666.273896476221","10668.821689428667","10892","0","10668.821689428667","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2025-10-27","96","7112.547792952445"
"2025-11-03","CM53038","Computer Service and Rentals","7171.87340483325","28","1","4","8572.87340483325","0","9666.273896476221","11200","6262.0","8756.400491642971","10757.810107249876","5491","0","10757.810107249876","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2025-11-03","97","7171.87340483325"
"2025-11-10","CM53038","Computer Service and Rentals","7231.339394148791","33","3","2","7830.339394148791","0","8756.400491642971","11200","8738.608599580217","10263.669697074398","10847.009091223186","11073","0","10847.009091223186","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2025-11-10","98","7231.339394148791"
"2025-11-17","CM53038","Computer Service and Rentals","7291.099370495374","27","1","4","6357.099370495374","0","10263.669697074398","11200","8446.979358668663","11419.549685247684","10936.649055743062","8373","0","10936.649055743062","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2025-11-17","99","7291.099370495374"
"2025-11-24","CM53038","Computer Service and Rentals","7351.3026564763895","47","2","4","6603.3026564763895","0","11419.549685247684","11200","10494.0","14562.247028771297","11026.953984714584","5629","0","11026.953984714584","Low, fix with: 1.25","","","Combined01","70","194","1.3039235998081768","109","286","2025-11-24","100","7351.3026564763895"
"2025-12-01","CM53038","Computer Service and Rentals","7412.0921102425145","45","2","4","6335.0921102425145","0","14562.247028771297","11200","3002.0","10152.154918528782","11118.138165363773","11352","0","11118.138165363773","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2025-12-01","101","7412.0921102425145"
"2025-12-08","CM53038","Computer Service and Rentals","7473.602042298182","12","3","4","7133.602042298182","0","10152.154918528782","11200","1504.2481449184925","4182.801021149093","11210.403063447273","5724","0","11210.403063447273","VeryHigh, fix with: 0.5","","","Combined01","70","194","1.3039235998081768","109","286","2025-12-08","102","7473.602042298182"
"2025-12-15","CM53038","Computer Service and Rentals","7535.956256951988","40","3","1","6178.956256951988","0","4182.801021149093","11200","17409.13336427889","14055.978128475992","11303.934385427981","5773","0","11303.934385427981","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2025-12-15","103","7535.956256951988"
"2025-12-22","CM53038","Computer Service and Rentals","7599.26624697109","49","4","4","8075.26624697109","0","14055.978128475992","11200","1080.0","7536.711881504902","11398.899370456635","5822","0","11398.899370456635","High, fix with: 0.75","","","Combined01","70","194","1.3039235998081768","109","286","2025-12-22","104","7599.26624697109"
"2025-12-29","CM53038","Computer Service and Rentals","7663.6295677656","33","4","4","9117.6295677656","0","7536.711881504902","11200","3895.7324701434973","3768.814783882799","11495.444351648399","5873","0","11495.444351648399","VeryHigh, fix with: 0.5","","","Combined01","70","194","1.3039235998081768","109","286","2025-12-29","105","7663.6295677656"
"2026-01-05","CM53038","Computer Service and Rentals","7729.128414811029","0","0","0","7357.128414811029","0","3768.814783882799","11200","15908.877838333745","11948.564207405514","11593.692622216544","11849","0","11593.692622216544","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-01-05","106","7729.128414811029"
"2026-01-12","CM53038","Computer Service and Rentals","7795.828425053171","0","0","0","7375.828425053171","0","11948.564207405514","11200","2196.0","6348.735782352343","11693.742637579755","11954","0","11693.742637579755","VeryHigh, fix with: 0.5","","","Combined01","70","194","1.3039235998081768","109","286","2026-01-12","107","7795.828425053171"
"2026-01-19","CM53038","Computer Service and Rentals","7863.777719773621","0","0","0","7466.777719773621","0","6348.735782352343","11200","8576.930797308089","7061.888859886811","11795.666579660432","12340","0","11795.666579660432","VeryHigh, fix with: 0.5","","","Combined01","70","194","1.3039235998081768","109","286","2026-01-19","108","7863.777719773621"
"2026-01-26","CM53038","Computer Service and Rentals","7933.006202873146","0","0","0","7847.006202873146","0","7061.888859886811","11200","5446.620444422908","4575.503101436572","11899.509304309719","12345","0","11899.509304309719","VeryHigh, fix with: 0.5","","","Combined01","70","194","1.3039235998081768","109","286","2026-01-26","109","7933.006202873146"
"2026-02-02","CM53038","Computer Service and Rentals","8003.5251248054565","0","0","0","7303.5251248054565","0","4575.503101436572","11200","9260.784585771613","5832.762562402729","12005.287687208185","12140","0","12005.287687208185","VeryHigh, fix with: 0.5","","","Combined01","70","194","1.3039235998081768","109","286","2026-02-02","110","8003.5251248054565"
"2026-02-09","CM53038","Computer Service and Rentals","8075.32691852027","0","0","0","9025.32691852027","0","5832.762562402729","11200","13725.227815377677","11482.663459260137","12112.990377780405","12133","0","12112.990377780405","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-02-09","111","8075.32691852027"
"2026-02-16","CM53038","Computer Service and Rentals","8148.385309807938","0","0","0","6984.385309807938","0","11482.663459260137","11200","9905.91450545177","13240.192654903967","12222.577964711907","12362","0","12222.577964711907","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-02-16","112","8148.385309807938"
"2026-03-02","CM53038","Computer Service and Rentals","0","0","0","0","7583.6557004365895","0","13240.192654903967","11200","0.0","13240.192654903967","14010.983550654884","12146","0","14010.983550654884","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-03-02","113","8222.65570043659"
"2026-03-09","CM53038","Computer Service and Rentals","0","0","0","0","7216.075818494775","0","13240.192654903967","11200","0.0","13240.192654903967","11824.613727742162","11659","0","11824.613727742162","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-03-09","114","8298.075818494775"
"2026-03-16","CM53038","Computer Service and Rentals","0","0","0","0","6981.566626456166","0","13240.192654903967","11200","0.0","13240.192654903967","10668.849939684249","12290","0","10668.849939684249","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-03-16","115","8374.566626456166"
"2026-03-23","CM53038","Computer Service and Rentals","0","0","0","0","8403.033473724656","0","13240.192654903967","11200","0.0","13240.192654903967","11967.050210586984","13019","0","11967.050210586984","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-03-23","116","8452.033473724656"
"2026-03-30","CM53038","Computer Service and Rentals","0","0","0","0","9704.367476853196","0","13240.192654903967","11200","0.0","13240.192654903967","13481.051215279795","12812","0","13481.051215279795","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-03-30","117","8530.367476853196"
"2026-04-06","CM53038","Computer Service and Rentals","0","0","0","0","6888.447107309632","0","13240.192654903967","11200","0.0","13240.192654903967","10929.670660964448","13065","0","10929.670660964448","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-04-06","118","8609.447107309632"
"2026-04-13","CM53038","Computer Service and Rentals","0","0","0","0","6355.13996363636","0","13240.192654903967","11200","0.0","13240.192654903967","11089.70994545454","13136","0","11089.70994545454","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-04-13","119","8689.13996363636"
"2026-04-20","CM53038","Computer Service and Rentals","0","0","0","0","12044.304702161726","0","13240.192654903967","11200","0.0","13240.192654903967","15610.95705324259","13488","0","15610.95705324259","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-04-20","120","8769.304702161726"
"2026-04-27","CM53038","Computer Service and Rentals","0","0","0","0","9949.793098109032","0","13240.192654903967","11200","0.0","13240.192654903967","15040.189647163548","13266","0","15040.189647163548","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-04-27","121","8849.793098109032"
"2026-05-04","CM53038","Computer Service and Rentals","0","0","0","0","6173.452207047556","0","13240.192654903967","11200","0.0","13240.192654903967","10725.678310571333","12895","0","10725.678310571333","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-05-04","122","8930.452207047556"
"2026-05-11","CM53038","Computer Service and Rentals","0","0","0","0","10349.12659516675","0","13240.192654903967","11200","0.0","13240.192654903967","15001.689892750124","13688","0","15001.689892750124","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-05-11","123","9011.12659516675"
"2026-05-18","CM53038","Computer Service and Rentals","0","0","0","0","7331.660605851208","0","13240.192654903967","11200","0.0","13240.192654903967","11351.490908776812","13901","0","11351.490908776812","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-05-18","124","9091.660605851208"
"2026-05-25","CM53038","Computer Service and Rentals","0","0","0","0","9642.900629504626","0","13240.192654903967","11200","0.0","13240.192654903967","13201.350944256938","14500","0","13201.350944256938","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-05-25","125","9171.900629504626"
"2026-06-01","CM53038","Computer Service and Rentals","0","0","0","0","10964.69734352361","0","13240.192654903967","11200","0.0","13240.192654903967","14279.546015285416","14876","0","14279.546015285416","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-06-01","126","9251.69734352361"
"2026-06-08","CM53038","Computer Service and Rentals","0","0","0","0","10115.907889757485","0","13240.192654903967","11200","0.0","13240.192654903967","12815.861834636227","14990","0","12815.861834636227","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-06-08","127","9330.907889757485"
"2026-06-15","CM53038","Computer Service and Rentals","0","0","0","0","9216.397957701818","0","13240.192654903967","11200","0.0","13240.192654903967","15486.596936552727","15549","0","15486.596936552727","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-06-15","128","9409.397957701818"
"2026-06-22","CM53038","Computer Service and Rentals","0","0","0","0","10079.043743048012","0","13240.192654903967","11200","0.0","13240.192654903967","16275.065614572019","15286","0","16275.065614572019","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-06-22","129","9487.043743048012"
"2026-06-29","CM53038","Computer Service and Rentals","0","0","0","0","8937.73375302891","0","13240.192654903967","11200","0.0","13240.192654903967","14948.600629543365","14999","0","14948.600629543365","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-06-29","130","9563.73375302891"
"2026-07-06","CM53038","Computer Service and Rentals","0","0","0","0","9304.3704322344","0","13240.192654903967","11200","0.0","13240.192654903967","15453.555648351601","14542","0","15453.555648351601","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-07-06","131","9639.3704322344"
"2026-07-13","CM53038","Computer Service and Rentals","0","0","0","0","9045.87158518897","0","13240.192654903967","11200","0.0","13240.192654903967","14966.807377783454","14185","0","14966.807377783454","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-07-13","132","9713.87158518897"
"2026-07-20","CM53038","Computer Service and Rentals","0","0","0","0","10977.17157494683","0","13240.192654903967","11200","0.0","13240.192654903967","16170.257362420245","14456","0","16170.257362420245","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-07-20","133","9787.17157494683"
"2026-07-27","CM53038","Computer Service and Rentals","0","0","0","0","9390.222280226379","0","13240.192654903967","11200","0.0","13240.192654903967","13909.833420339568","14514","0","13909.833420339568","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-07-27","134","9859.222280226379"
"2026-08-03","CM53038","Computer Service and Rentals","0","0","0","0","9470.993797126854","0","13240.192654903967","11200","0.0","13240.192654903967","14551.490695690281","14491","0","14551.490695690281","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-08-03","135","9929.993797126854"
"2026-08-10","CM53038","Computer Service and Rentals","0","0","0","0","9219.474875194544","0","13240.192654903967","11200","0.0","13240.192654903967","12203.212312791817","14435","0","12203.212312791817","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-08-10","136","9999.474875194544"
"2026-08-17","CM53038","Computer Service and Rentals","0","0","0","0","9629.67308147973","0","13240.192654903967","11200","0.0","13240.192654903967","13313.509622219595","14525","0","13313.509622219595","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-08-17","137","10067.67308147973"
"2026-08-24","CM53038","Computer Service and Rentals","0","0","0","0","11208.614690192062","0","13240.192654903967","11200","0.0","13240.192654903967","16595.422035288095","14749","0","16595.422035288095","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-08-24","138","10134.614690192062"
"2026-08-31","CM53038","Computer Service and Rentals","0","0","0","0","10218.34429956341","0","13240.192654903967","11200","0.0","13240.192654903967","16517.016449345116","14492","0","16517.016449345116","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-08-31","139","10200.34429956341"
"2026-09-07","CM53038","Computer Service and Rentals","0","0","0","0","10830.924181505225","0","13240.192654903967","11200","0.0","13240.192654903967","13772.886272257838","14457","0","13772.886272257838","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-09-07","140","10264.924181505225"
"2026-09-14","CM53038","Computer Service and Rentals","0","0","0","0","11267.433373543834","0","13240.192654903967","11200","0.0","13240.192654903967","14213.150060315751","14817","0","14213.150060315751","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-09-14","141","10328.433373543834"
"2026-09-21","CM53038","Computer Service and Rentals","0","0","0","0","7739.966526275344","0","13240.192654903967","11200","0.0","13240.192654903967","12742.449789413016","14791","0","12742.449789413016","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-09-21","142","10390.966526275344"
"2026-09-28","CM53038","Computer Service and Rentals","0","0","0","0","8654.632523146804","0","13240.192654903967","11200","0.0","13240.192654903967","14658.948784720205","15467","0","14658.948784720205","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-09-28","143","10452.632523146804"
"2026-10-05","CM53038","Computer Service and Rentals","0","0","0","0","10193.552892690368","0","13240.192654903967","11200","0.0","13240.192654903967","15050.329339035552","15270","0","15050.329339035552","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-10-05","144","10513.552892690368"
"2026-10-12","CM53038","Computer Service and Rentals","0","0","0","0","12846.86003636364","0","13240.192654903967","11200","0.0","13240.192654903967","16309.29005454546","15371","0","16309.29005454546","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-10-12","145","10573.86003636364"
"2026-10-19","CM53038","Computer Service and Rentals","0","0","0","0","8564.695297838274","0","13240.192654903967","11200","0.0","13240.192654903967","15932.54294675741","15452","0","15932.54294675741","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-10-19","146","10633.695297838274"
"2026-10-26","CM53038","Computer Service and Rentals","0","0","0","0","9574.206901890968","0","13240.192654903967","11200","0.0","13240.192654903967","14056.810352836452","15389","0","14056.810352836452","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-10-26","147","10693.206901890968"
"2026-11-02","CM53038","Computer Service and Rentals","0","0","0","0","9359.547792952444","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","15399","0","16800.0","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-11-02","148","10752.547792952444"
"2026-11-09","CM53038","Computer Service and Rentals","0","0","0","0","9983.87340483325","0","13240.192654903967","11200","0.0","13240.192654903967","13475.810107249876","15261","0","13475.810107249876","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-11-09","149","10811.87340483325"
"2026-11-16","CM53038","Computer Service and Rentals","0","0","0","0","8456.339394148792","0","13240.192654903967","11200","0.0","13240.192654903967","15654.509091223188","15515","0","15654.509091223188","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-11-16","150","10871.339394148792"
"2026-11-23","CM53038","Computer Service and Rentals","0","0","0","0","11545.099370495374","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","15706","0","16800.0","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-11-23","151","10931.099370495374"
"2026-11-30","CM53038","Computer Service and Rentals","0","0","0","0","9218.30265647639","0","13240.192654903967","11200","0.0","13240.192654903967","15553.953984714584","15706","0","15553.953984714584","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-11-30","152","10991.30265647639"
"2026-12-07","CM53038","Computer Service and Rentals","0","0","0","0","8712.092110242515","0","13240.192654903967","11200","0.0","13240.192654903967","14113.638165363773","15860","0","14113.638165363773","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-12-07","153","11052.092110242515"
"2026-12-14","CM53038","Computer Service and Rentals","0","0","0","0","11850.602042298182","0","13240.192654903967","11200","0.0","13240.192654903967","15972.903063447273","15947","0","15972.903063447273","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-12-14","154","11113.602042298182"
"2026-12-21","CM53038","Computer Service and Rentals","0","0","0","0","11467.956256951988","0","13240.192654903967","11200","0.0","13240.192654903967","14999.934385427981","16085","0","14999.934385427981","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-12-21","155","11175.956256951988"
"2026-12-28","CM53038","Computer Service and Rentals","0","0","0","0","10452.26624697109","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","16385","0","16800.0","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2026-12-28","156","11239.26624697109"
"2027-01-04","CM53038","Computer Service and Rentals","0","0","0","0","10977.6295677656","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","16385","0","16800.0","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2027-01-04","157","11303.6295677656"
"2027-01-11","CM53038","Computer Service and Rentals","0","0","0","0","10457.12841481103","0","13240.192654903967","11200","0.0","13240.192654903967","16476.192622216546","16385","0","16476.192622216546","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2027-01-11","158","11369.12841481103"
"2027-01-18","CM53038","Computer Service and Rentals","0","0","0","0","11163.82842505317","0","13240.192654903967","11200","0.0","13240.192654903967","14635.242637579755","16439","0","14635.242637579755","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2027-01-18","159","11435.82842505317"
"2027-01-25","CM53038","Computer Service and Rentals","0","0","0","0","13874.777719773621","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","12600","0","16800.0","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2027-01-25","160","11503.777719773621"
"2027-02-01","CM53038","Computer Service and Rentals","0","0","0","0","12974.006202873146","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","12600","0","16800.0","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2027-02-01","161","11573.006202873146"
"2027-02-08","CM53038","Computer Service and Rentals","0","0","0","0","14105.525124805456","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","16522","0","16800.0","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2027-02-08","162","11643.525124805456"
"2027-02-15","CM53038","Computer Service and Rentals","0","0","0","0","12192.32691852027","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","16522","0","16800.0","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2027-02-15","163","11715.32691852027"
"2027-02-22","CM53038","Computer Service and Rentals","0","0","0","0","14426.385309807938","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","16273","0","16800.0","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2027-02-22","164","11788.385309807938"
"2027-03-01","CM53038","Computer Service and Rentals","0","0","0","0","13414.65570043659","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","16273","0","16800.0","High, fix with: 0.75","","","Combined01","70","194","1.3039235998081768","109","286","2027-03-01","165","11862.65570043659"
"2027-03-08","CM53038","Computer Service and Rentals","0","0","0","0","11366.075818494775","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","16273","0","16800.0","High, fix with: 0.75","","","Combined01","70","194","1.3039235998081768","109","286","2027-03-08","166","11938.075818494775"
"2027-03-15","CM53038","Computer Service and Rentals","0","0","0","0","8961.566626456166","0","13240.192654903967","11200","0.0","13240.192654903967","15134.349939684249","16273","0","15134.349939684249","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2027-03-15","167","12014.566626456166"
"2027-03-22","CM53038","Computer Service and Rentals","0","0","0","0","10088.033473724656","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","12413","0","16800.0","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2027-03-22","168","12092.033473724656"
"2027-03-29","CM53038","Computer Service and Rentals","0","0","0","0","10848.367476853196","0","13240.192654903967","11200","0.0","13240.192654903967","15309.551215279795","16500","0","15309.551215279795","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2027-03-29","169","12170.367476853196"
"2027-04-05","CM53038","Computer Service and Rentals","0","0","0","0","11156.447107309632","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","12561","0","16800.0","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2027-04-05","170","12249.447107309632"
"2027-04-12","CM53038","Computer Service and Rentals","0","0","0","0","13363.13996363636","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","12561","0","16800.0","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2027-04-12","171","12329.13996363636"
"2027-04-19","CM53038","Computer Service and Rentals","0","0","0","0","13697.304702161726","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","12561","0","16800.0","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2027-04-19","172","12409.304702161726"
"2027-04-26","CM53038","Computer Service and Rentals","0","0","0","0","11564.793098109032","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","12561","0","16800.0","High, fix with: 0.75","","","Combined01","70","194","1.3039235998081768","109","286","2027-04-26","173","12489.793098109032"
"2027-05-03","CM53038","Computer Service and Rentals","0","0","0","0","12914.452207047556","0","13240.192654903967","11200","0.0","13240.192654903967","16494.678310571333","12561","0","16494.678310571333","OK, fix with: 1.0","","","Combined01","70","194","1.3039235998081768","109","286","2027-05-03","174","12570.452207047556"
"2027-05-10","CM53038","Computer Service and Rentals","0","0","0","0","14640.12659516675","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","12600","0","16800.0","High, fix with: 0.75","","","Combined01","70","194","1.3039235998081768","109","286","2027-05-10","175","12651.12659516675"
"2027-05-17","CM53038","Computer Service and Rentals","0","0","0","0","16768.660605851208","0","13240.192654903967","11200","0.0","13240.192654903967","16800.0","12600","0","16800.0","High, fix with: 0.75","","","Combined01","70","194","1.3039235998081768","109","286","2027-05-17","176","12731.660605851208"
